133,-35,47
126,-40,42
107,-46,41
119,-42,30
104,-46,28
105,-46,38
106,-46,39
127,-38,42
144,-29,42
151,-27,45
108,-45,33
130,-37,42
156,-24,47
379,47,19
347,47,24
343,45,24
346,46,31
339,41,35
341,42,35
345,45,36
344,45,35
342,42,42
335,39,46
334,39,44
329,34,43
340,41,44
348,47,47
337,40,41
338,41,31
332,37,36
333,38,45
328,34,41
336,40,29
325,32,45
319,29,47
365,20,45
313,27,42
323,31,41
324,32,38
322,31,39
289,40,-33
304,46,-18
303,46,-35
290,38,-38
291,40,-32
