197,-2,30
202,0,34
190,-7,30
193,-6,28
175,-11,31
195,-4,30
223,9,-25
210,5,-19
247,21,-25
280,32,-7
265,27,-16
254,23,-18
270,28,-15
224,9,-19
229,13,-23
283,33,0
230,13,-7
218,7,-3
228,12,-5
260,26,-22
258,25,-7
275,30,-14
259,26,-17
278,31,-8
257,24,-21
266,27,-5
248,21,-19
251,22,-16
225,9,-16
219,8,-23
250,22,-22
226,10,-8
93,-1,-5
255,23,-16
200,0,-12
208,3,-24
101,0,-29
217,7,-12
180,-10,29
201,0,26
