id_vict,x,y,tri
250,22,-22,0
263,27,-28,1
269,28,-27,2
253,23,-30,0
249,22,-30,2
245,19,-27,2
215,7,-34,1
227,12,-28,3
221,9,-31,2
212,6,-35,2
222,9,-30,3
216,7,-31,3
209,5,-29,2
281,32,-19,1
271,28,-22,0
267,27,-23,1
264,27,-22,3
274,30,-18,2
260,26,-22,2
247,21,-25,0
257,24,-21,0
275,30,-14,3
259,26,-17,2
201,0,26,1
202,0,34,2
191,-7,38,3
198,-1,38,3
171,-13,35,0
181,-9,34,2
175,-11,31,2
